Restaurant ID,Restaurant Name,Menu Item,Description,Price,Link,Calories,Protein (g),Fat (g),Carbs (g)
14,Corniche Automatic Bakeries And Markets,Turkey Sandwich,"A delicious combination of sliced turkey meat, bread, and various toppings",AED 7.95,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,250,18,6,26
14,Corniche Automatic Bakeries And Markets,Chicken Burger Sandwich,"Made with a juicy, tender, and flavorful chicken patty, topped with fresh vegetables, and sauce. It's a perfect meal for lunch or dinner.",AED 10.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,410,25,18,30
14,Corniche Automatic Bakeries And Markets,Mini Burger,Mini sized burgers.,AED 2,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,250,12,12,24
14,Corniche Automatic Bakeries And Markets,Cheese Fatayer,Pastry filled with cheese.,AED 2.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,100,5,4,12
14,Corniche Automatic Bakeries And Markets,Zaatar Fatayer,"Tasty pastries filled with zaatar spice mix (thyme, sumac, sesame seeds) and olive oil.",AED 2.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,120,3,2,20
14,Corniche Automatic Bakeries And Markets,Labneh Fatayer,Fatayer with labneh (strained yogurt) filling.,AED 2.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,140,5,5,20
14,Corniche Automatic Bakeries And Markets,Meat Fatayer,"A pastry filled with seasoned meat, creating a delicious and savory treat.",AED 2.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,200,10,10,18
14,Corniche Automatic Bakeries And Markets,Toast Bread,Sliced bread toasted.,AED 12,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,79,3,1,15
14,Corniche Automatic Bakeries And Markets,Small Brown Bread Slice,"Flour number 2, salt, water, oil, butter and sugar.",AED 4.25,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,89,3,1,17
14,Corniche Automatic Bakeries And Markets,Medium Brown Bread Slice,"Flour number 2, salt, water, oil, butter and sugar.",AED 5.25,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,92,3,1,18
14,Corniche Automatic Bakeries And Markets,Slice Bread Multicereal Small,"Wheat gluten, sunflower, sesame seeds, oil, caramel sugar, whole meal flour, salt",AED 5.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,105,4,4,9
14,Corniche Automatic Bakeries And Markets,Oman Chips,Crispy potato chips from Oman.,AED 1.25,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,152,2,10,15
14,Corniche Automatic Bakeries And Markets,Danish,"Flour, yeast, milk, eggs and butter",AED 6.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,271,8,10,39
14,Corniche Automatic Bakeries And Markets,Cheese Croissant,Savor with flaky layers of buttery pastry filled with creamy melted cheese and baked to golden perfection.It's perfect side dish for breakfast,AED 3.95,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,270,6,15,26
14,Corniche Automatic Bakeries And Markets,Zaatar Croissant,"A buttery croissant layers filled with zaatar, the perfect fusion of cultures in every bite!",AED 3.95,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,290,3,16,30
14,Corniche Automatic Bakeries And Markets,Plain Croissant,"Made with layers of flaky, buttery pastry dough, the croissant has a light and delicate texture that is perfect for breakfast or as a snack.",AED 3.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,210,5,12,34
14,Corniche Automatic Bakeries And Markets,Donut,Sweet fried pastry with a hole in the center.,AED 5.25,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,210,2,11,25
14,Corniche Automatic Bakeries And Markets,Plain Kaak,"All purpose flour, anise seeds, baking powder, olive oil, salt, sesame seeds, sugar, water, yeast.",AED 15.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,120,3,5,20
14,Corniche Automatic Bakeries And Markets,Zaatar Kaak,"A traditional Lebanese bread (kaak) topped with a mixture of zaatar (a Middle Eastern spice blend), creating a fragrant and flavorful snack or appetizer.",AED 15.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,110,3,4,19
14,Corniche Automatic Bakeries And Markets,Toast Bread,Sliced bread toasted.,AED 17,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,70,2,1,13
14,Corniche Automatic Bakeries And Markets,Petit Four Kg,"A small, bite-sized cake or pastry that is typically served as a dessert or sweet snack.",AED 75,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,130,2,7,16
14,Corniche Automatic Bakeries And Markets,Rahash Kg,"Tahini, sugar, rose water, lemon juice",AED 75,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,150,3,9,16
14,Corniche Automatic Bakeries And Markets,Dates Maamoul Kg,pastries filled with dates.,AED 80,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,160,1,8,20
14,Corniche Automatic Bakeries And Markets,Ghorayeba Kg,Egyptian shortbread cookie,AED 67,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,330,2,20,42
14,Corniche Automatic Bakeries And Markets,Baklava Kg,A sweet and flaky pastry made of layers of phyllo dough filled with chopped nuts and sweet syrup,AED 95,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,140,0,0,37
14,Corniche Automatic Bakeries And Markets,Laban Up,"Laban Up, a carbonated yogurt drink.",AED 1.25,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,78,1.8,3.4,10.1
14,Corniche Automatic Bakeries And Markets,Boom Boom Energy Drink,Energy drink,AED 7,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,110,0,0,27
14,Corniche Automatic Bakeries And Markets,Coca Cola 330 Ml,Soft Drink with cola flavour,AED 3.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,140,0,0,38
14,Corniche Automatic Bakeries And Markets,Mountain Dew 330 Ml,Soft Drink,AED 3.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,170,0,0,46
14,Corniche Automatic Bakeries And Markets,Red Bull 250 Ml,Soft Drink,AED 12.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,110,0,0,27
14,Corniche Automatic Bakeries And Markets,Sprite 330 Ml,Soft Drink,AED 3.50,https://deliveroo.ae/menu/Abu Dhabi/al-zaab/corniche-automatic-bakeries-and-markets?day=today&geohash=thqew2ggd2zv&time=ASAP,140,0,0,38
15,Hoods Resto & Bar,Shredded Hoods Tortilla Cheese Bread,"Tortilla bread with creamy cheese, yellow Cheddar cheese, and mozzarella cheese. Served with green salad.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,320,12,6,34
15,Hoods Resto & Bar,Shrimp Sticks,"Grilled shrimps with mustard, dry herbs, lemon juice, garlic, salt, and pepper. Served with mustard herb sauce.",AED 66,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,180,24,3,16
15,Hoods Resto & Bar,Stuffed Vegetables Chicken Rolled,"Grilled chicken breast, carrot, red pepper, yellow pepper, green pepper, white onion, mushroom, and asparagus. Side sauce: white mushroom sauce.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,250,31,9,14
15,Hoods Resto & Bar,Grilled Chicken Wings,"Grilled chicken wings marinated with dry herbs, garlic, and lemon. Choose your side dip: lemon garlic sauce, BBQ sauce, or buffalo sauce.",AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,302,31,19,1
15,Hoods Resto & Bar,Fried Chicken Wings,Breaded fried chicken wings in BBQ sauce.,AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,450,22,30,23
15,Hoods Resto & Bar,Roasted Chicken Drum,"Roasted chicken drum with garlic, dry herbs, mustard, paprika, salt, and pepper, topped with almond and tomato sauce.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,248,23,12,12
15,Hoods Resto & Bar,Stuffed Vegetables Beef Rolled,"Grilled beef, carrot, red pepper, yellow pepper, green pepper, white onion, mushroom, and asparagus. Side sauce: brown mushroom sauce.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,360,30,18,16
15,Hoods Resto & Bar,Crispy Ball Fried,"Selection of beef, chicken, or fish. Select your side sauce: sweet and chilli sauce, cocktail sauce, or BBQ sauce.",AED 36,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,220,15,11,9
15,Hoods Resto & Bar,Tacos,"Selection of chicken, beef, or fish, red pepper, green pepper, yellow pepper, sweet corn, red kidney beans, and lettuce. Topped with white onion, coriander leaves, tomato, yellow creamy cheese, and jalapeño. Served with guacamole, sour cream, and homemade Mexican sauce.",AED 64,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,350,25,15,20
15,Hoods Resto & Bar,Nachos Mexican,"Selection of chicken or beef, red pepper, green pepper, yellow pepper, sweet corn, and red kidney beans. Topped with white onion, coriander leaves, tomato, yellow creamy cheese, and jalapeño. Served with guacamole, sour cream, and homemade Mexican sauce.",AED 58,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,420,28,21,26
15,Hoods Resto & Bar,Fish Fried Fingers,Fried fish with sweet chilli sauce or tartar sauce.,AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,210,15,12,9
15,Hoods Resto & Bar,Crispy Calamari,Golden crispy calamari rings served with chilli sauce or tartar sauce.,AED 38,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,290,15,18,20
15,Hoods Resto & Bar,Special Jumbo Hoods Cheese Rolls,"Fried spring roll sheets with creamy cheese, yellow Cheddar cheese, and mozzarella cheese. Served with cocktail sauce.",AED 44,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,297,11,15,28
15,Hoods Resto & Bar,French Fries,Served with ketchup.,AED 24,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,365,4,19,48
15,Hoods Resto & Bar,Cheddar French Fries,French fries topped with melted Cheddar cheese. Served with Cheddar cheese.,AED 29,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,427,10,24,40
15,Hoods Resto & Bar,Potato Wedges,Selection of skin-on or skin-off potato served with ketchup.,AED 30,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,245,3,4,52
15,Hoods Resto & Bar,Dirty Fries,"French fries topped with shredded beef, yellow pepper, red pepper, green pepper, homemade sauce, tomato, onion, coriander leaves, and melted cheese.",AED 37,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,595,22,32,54
15,Hoods Resto & Bar,Crunchy Crudité,"Carrot, cucumber, cauliflower, red pepper, yellow pepper, green pepper, red radish, and mint. Served with cocktail sauce.",AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,45,2,0,10
15,Hoods Resto & Bar,Golden Avocado Sticks,Fried avocado slices served with cocktail sauce.,AED 25,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,360,3,23,27
15,Hoods Resto & Bar,Tribeca Chicken Noodle Soup,"Chicken, chicken stock, noodles, carrot, onion, garlic, salt, and pepper.",AED 41,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,185,15,3,24
15,Hoods Resto & Bar,Isola Soup,"Calamari, shrimps, dill leaves, mussels, cooking cream, salt, and pepper.",AED 48,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,255,18,17,12
15,Hoods Resto & Bar,Ripa Chicken Corn Soup,"Onion, garlic, chicken, corn, chicken stock, cooking cream, salt, and pepper.",AED 38,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,134,8,8,25
15,Hoods Resto & Bar,Tashkent Pelmeni Soup,"Onion, salt, and black pepper.",AED 50,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,75,2,0,18
15,Hoods Resto & Bar,Solyanka Soup,"Mixed vegetables, mortadella, salt, and pepper. Topped with cream.",AED 42,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,195,10,12,5
15,Hoods Resto & Bar,Alipo Lentil Soup,"Onion, garlic, celery, carrot, potato, lentil, cumin powder, salt, and pepper.",AED 32,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,220,10,2,32
15,Hoods Resto & Bar,Thai Soup,"Minced meat, coconut cream, red pepper, tomato paste, salt, and pepper.",AED 43,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,310,15,23,8
15,Hoods Resto & Bar,Albarsha Rocca Beetroot Salad,"Rocca, beetroot, feta cheese, and corn. Dressing: lemon and olive oil.",AED 40,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,175,4,7,26
15,Hoods Resto & Bar,Moscow Olivier Salad,"Mortadella beef, pickled cucumber, boiled eggs, carrot, potato, and green peas. Dressing: mixed mayonnaise with salt and pepper.",AED 59,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,255,10,15,19
15,Hoods Resto & Bar,Chelsea Exotic Salad,"Mango, avocado, rocket leaves, grapes, yellow pepper, and cherry tomato. Dressing: vinaigrette and honey mustard.",AED 66,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,320,6,17,38
15,Hoods Resto & Bar,Greenwich Thai Kale Shrimp Salad,"Baby spinach, baby arugula, red pepper, yellow pepper, carrot, kale, and mango. Dressing: vinaigrette and honey mustard.",AED 51,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,280,4,12,42
15,Hoods Resto & Bar,Mayfair Smoked Salmon Salad,"Lettuce, baby spinach, baby arugula, cherry tomato, avocado, black olives, capers, green apple, and dill leaves. Dressing: balsamic vinegar with dill.",AED 76,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,225,5,11,29
15,Hoods Resto & Bar,Chiswick Caesar Salad,"Iceberg, red cherry tomato, crouton, and Parmesan cheese. Dressing: Caesar sauce.",AED 58,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,485,16,32,28
15,Hoods Resto & Bar,Al Hatma Blueberry Salad,"Baby spinach, arugula, iceberg, blueberry, raspberry, strawberry, green apple, avocado, pomegranate, walnuts, and feta cheese. Dressing: blueberry sauce.",AED 77,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,315,10,22,24
15,Hoods Resto & Bar,Kale Quinoa Salad,"Kale leaves, quinoa, cherry tomato, carrot, red bell pepper, salt, and pepper. Dressing: lemon and olive oil.",AED 63,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,265,8,6,50
15,Hoods Resto & Bar,Sursock Fattoush Salad,"Lettuce, cucumber, tomato, red onion, green pepper, radish, pomegranate seeds, black olives, fresh mint, and bread. Dressing: pomegranate sauce.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,380,10,18,46
15,Hoods Resto & Bar,Bliss Street Fajita Chicken,"Julian cut chicken breast with Mexican marinade, green pepper, red pepper, yellow pepper, white onion, coriander, garlic, and black pepper. Served with tortilla bread, guacamole sauce, sour cream sauce, and Mexican sauce.",AED 78,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,410,28,18,25
15,Hoods Resto & Bar,Paris Chicken Stroganoff,"Chicken breast, brown sauce, tomato sauce, onion, garlic, salt, pepper, dry herbs, and cooking cream sauce.",AED 59,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,320,26,18,15
15,Hoods Resto & Bar,Yorkville Chicken Manchurian,"Fried chicken, garlic, ginger, green pepper, yellow pepper, red pepper, salt, pepper, oyster sauce, ketchup, and spring onion.",AED 58,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,290,19,13,15
15,Hoods Resto & Bar,Bab Sharqi Chicken Escalope,"Fried breaded chicken breast, mozzarella cheese, Cheddar cheese, Parmesan cheese, and Hoods special sauce.",AED 62,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,460,32,28,20
15,Hoods Resto & Bar,Baked Potato in Mexican Style Chicken,"Baked potato, chicken strips in Mexican marinade, green pepper, red pepper, yellow pepper, white onion, and cheese. Served with sour cream, guacamole, and Mexican sauce.",AED 57,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,385,25,15,28
15,Hoods Resto & Bar,Abu Hail Honey Mustard Chicken,"Chicken breast, turkey bacon, honey, mustard, and cooking cream.",AED 68,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,380,30,21,8
15,Hoods Resto & Bar,Nolita Stuffed Chicken Breast,"Fried breaded chicken breast, baby spinach, white onion, garlic, 3 types of cheese, and homemade spinach bread.",AED 74,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,371,35,19,13
15,Hoods Resto & Bar,Beef Stroganoff,"Julian cut beef, red pepper, yellow pepper, green pepper, mushroom, onion, garlic, herbs, cooking cream, and dill pickles.",AED 80,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,453,33,27,15
15,Hoods Resto & Bar,Baked Potato in Mexican Beef Style,"Baked potato, beef strips with Mexican marinade, red pepper, yellow pepper, green pepper, white onion, coriander, cheese, garlic, black pepper, and salt. Served with guacamole sauce, sour cream, and Mexican sauce.",AED 60,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,287,24,12,21
15,Hoods Resto & Bar,Broadway Short Ribs,Roasted short ribs served with sautéed vegetables and brown mushroom sauce.,AED 145,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,378,30,26,10
15,Hoods Resto & Bar,Sarouja Fajita Beef,"Julian cut beef with Mexican marinade, green pepper, red pepper, yellow pepper, white onion, coriander, garlic, and black pepper. Served with tortilla bread, guacamole sauce, sour cream sauce, and Mexican sauce.",AED 88,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,318,28,17,14
15,Hoods Resto & Bar,Taipei Mongolian Beef,"Fried marinated beef, green pepper, onion, and homemade sauce. Served with rice.",AED 89,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,412,33,15,27
15,Hoods Resto & Bar,Duck with Black Rice,"Duck breast, garlic, salt, pepper, herbs, and oil with black rice.",AED 128,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,316,24,5,6
15,Hoods Resto & Bar,Palacio Sirloin Steak,"Top sirloin steak, sautéed vegetables, mashed potato, and brown mushroom sauce.",AED 117,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,482,34,25,20
15,Hoods Resto & Bar,Botafogo Grilled Salmon,"220 g. Grilled salmon, sautéed vegetables, mashed potato, and creamy dill sauce.",AED 98,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,382,32,20,15
15,Hoods Resto & Bar,Stir-fried Mixed Seafood,"White fillet fish, squid, baby shrimps, red pepper, yellow pepper, green pepper, mushroom, carrot, broccoli, garlic, onion, ginger, salt, pepper, and oyster sauce. Served with garlic rice.",AED 89,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,536,41,16,52
15,Hoods Resto & Bar,Crusted Tuna,"Sesame-crusted tuna, salt, pepper, and lemon juice, topped with egg yolk and caviar. Served with mango salsa, avocado salsa, and dragon fruit salsa.",AED 124,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,524,42,30,21
15,Hoods Resto & Bar,Furat Grilled Jumbo Shrimp,"Grilled jumbo shrimp, lemon juice, fresh dill, garlic, black pepper, and salt. Served with sautéed vegetables and mashed potato.",AED 126,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,345,24,7,39
15,Hoods Resto & Bar,Bondi Oriental Mixed Seafood,"Cod fish, jumbo shrimps, mussels, calamari, lemon butter sauce, and sautéed vegetables.",AED 187,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,422,31,16,31
15,Hoods Resto & Bar,Hawaii Mixed Seafood,"Shrimp, mussels, calamari, and homemade Hawaiian sauce. Topped with cheese and shrimp. Served with pineapple salsa.",AED 190,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,498,45,15,43
15,Hoods Resto & Bar,Goya French Lobster,"Roasted lobster, béchamel sauce, white onion, spring onion, olive oil, mozzarella cheese, red Cheddar cheese, green apple, and a red apple. Served with crispy seafood balls.",AED 236,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,644,63,33,18
15,Hoods Resto & Bar,Risotto Seafood,"Risotto rice, baby shrimps, squid, clams, homemade sauce, Parmesan cheese, cooking cream, salt, and pepper. Topped with roasted jumbo shrimp.",AED 108,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,518,39,16,43
15,Hoods Resto & Bar,Salario Vegetable Pasta,"Choice of penne or fettucini pasta - choice of white, pink, or red sauce. Served with garlic bread.",AED 52,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,362,8,5,40
15,Hoods Resto & Bar,Salario Chicken Pasta,"Choice of penne or fettucini pasta - choice of white, pink, or red sauce. Served with garlic bread.",AED 65,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,449,24,11,42
15,Hoods Resto & Bar,Salario Shrimp Pasta,"Choice of penne or fettucini pasta. Choice of white, pink, or red sauce. Served with garlic bread.",AED 72,https://deliveroo.ae/menu/Abu Dhabi/al-nahyan/hoods-resto-and-bar?day=today&geohash=thqew2ggd2zv&time=ASAP,464,28,14,40
